task_name,task_type,priority,duration_minutes,day_of_week,best_time_slot
Team Meeting,writing,medium,109,Friday,Evening
UI Testing,meeting,high,176,Monday,Afternoon
Product Demo,coding,high,134,Saturday,Afternoon
UI Testing,coding,low,21,Friday,Evening
UI Testing,writing,high,26,Saturday,Afternoon
Client Call,writing,medium,49,Friday,Evening
UI Testing,testing,low,113,Tuesday,Morning
Documentation,writing,low,147,Friday,Afternoon
Sprint Planning,testing,medium,36,Saturday,Evening
Team Meeting,review,medium,125,Thursday,Afternoon
UI Testing,meeting,low,121,Monday,Afternoon
Client Call,meeting,low,114,Friday,Morning
Documentation,review,low,167,Friday,Morning
Code Review,coding,high,169,Sunday,Morning
Documentation,testing,medium,163,Saturday,Evening
Product Demo,writing,medium,172,Friday,Morning
Unit Testing,testing,low,156,Sunday,Evening
Code Review,planning,medium,113,Sunday,Afternoon
Design Mockup,review,low,48,Friday,Afternoon
Team Meeting,testing,high,25,Thursday,Morning
Daily Standup,review,high,21,Sunday,Evening
Client Call,meeting,high,51,Saturday,Evening
Code Review,testing,medium,57,Wednesday,Afternoon
UI Testing,review,high,178,Tuesday,Morning
Code Review,review,low,35,Wednesday,Evening
Product Demo,planning,low,176,Thursday,Afternoon
Code Review,planning,low,60,Sunday,Afternoon
Documentation,planning,low,101,Saturday,Morning
Client Call,meeting,medium,143,Thursday,Afternoon
Bug Fixing,planning,low,93,Monday,Morning
Team Meeting,writing,low,50,Monday,Evening
Database Backup,coding,high,141,Sunday,Morning
Code Review,testing,low,125,Friday,Evening
Code Review,coding,medium,82,Wednesday,Morning
UI Testing,review,high,99,Monday,Evening
Product Demo,testing,high,108,Tuesday,Morning
Daily Standup,coding,low,146,Thursday,Afternoon
Documentation,testing,medium,113,Tuesday,Morning
Unit Testing,review,medium,70,Thursday,Morning
UI Testing,writing,medium,89,Saturday,Afternoon
Sprint Planning,writing,low,149,Tuesday,Morning
Team Meeting,meeting,high,101,Tuesday,Afternoon
Bug Fixing,writing,low,129,Tuesday,Morning
Daily Standup,writing,high,174,Friday,Evening
Code Review,testing,medium,57,Sunday,Evening
Database Backup,planning,low,132,Friday,Morning
Unit Testing,planning,high,71,Wednesday,Morning
Bug Fixing,planning,medium,23,Wednesday,Afternoon
Bug Fixing,writing,low,48,Tuesday,Afternoon
Bug Fixing,meeting,low,67,Sunday,Afternoon
UI Testing,review,high,30,Friday,Evening
UI Testing,writing,medium,129,Wednesday,Evening
Client Call,planning,high,112,Monday,Evening
Client Call,planning,high,31,Sunday,Morning
Client Call,writing,high,145,Monday,Afternoon
Database Backup,testing,low,127,Tuesday,Morning
UI Testing,meeting,medium,153,Thursday,Evening
Design Mockup,coding,medium,112,Wednesday,Evening
Unit Testing,meeting,high,100,Friday,Morning
Database Backup,planning,medium,90,Monday,Evening
Sprint Planning,planning,low,113,Saturday,Afternoon
Design Mockup,coding,medium,171,Saturday,Morning
Unit Testing,meeting,high,56,Tuesday,Morning
Database Backup,review,high,95,Sunday,Morning
UI Testing,coding,low,92,Saturday,Afternoon
Daily Standup,writing,low,40,Thursday,Evening
Unit Testing,writing,low,81,Wednesday,Afternoon
Client Call,meeting,low,101,Saturday,Morning
Team Meeting,review,medium,131,Sunday,Morning
Code Review,writing,low,48,Monday,Evening
Sprint Planning,writing,high,169,Monday,Evening
Daily Standup,testing,high,114,Thursday,Morning
UI Testing,review,medium,113,Sunday,Evening
Design Mockup,review,medium,58,Monday,Afternoon
Code Review,testing,medium,124,Friday,Morning
Team Meeting,review,medium,113,Tuesday,Evening
Daily Standup,testing,high,86,Tuesday,Morning
Database Backup,meeting,medium,80,Sunday,Morning
Documentation,writing,low,96,Tuesday,Afternoon
Bug Fixing,writing,low,49,Thursday,Evening
Design Mockup,testing,high,75,Thursday,Afternoon
Unit Testing,writing,medium,82,Monday,Afternoon
UI Testing,testing,low,85,Thursday,Evening
Unit Testing,meeting,medium,76,Thursday,Evening
Product Demo,testing,medium,135,Wednesday,Morning
Team Meeting,writing,high,86,Monday,Afternoon
Daily Standup,meeting,low,90,Friday,Evening
Design Mockup,writing,low,134,Tuesday,Evening
Bug Fixing,review,high,158,Wednesday,Afternoon
Design Mockup,writing,low,178,Wednesday,Afternoon
Client Call,meeting,high,133,Friday,Morning
Client Call,testing,high,121,Sunday,Evening
Client Call,review,high,172,Thursday,Morning
UI Testing,planning,high,43,Tuesday,Morning
Documentation,planning,high,139,Sunday,Afternoon
Client Call,review,medium,130,Sunday,Evening
Code Review,coding,medium,146,Friday,Afternoon
UI Testing,coding,high,42,Tuesday,Evening
Team Meeting,coding,low,65,Thursday,Morning
Product Demo,testing,high,73,Wednesday,Morning
Documentation,coding,medium,105,Sunday,Afternoon
Database Backup,meeting,medium,155,Tuesday,Morning
Daily Standup,coding,high,32,Sunday,Morning
Documentation,coding,low,35,Saturday,Evening
Team Meeting,review,high,55,Friday,Evening
Daily Standup,coding,medium,42,Saturday,Evening
Client Call,planning,medium,27,Monday,Evening
Team Meeting,planning,high,62,Saturday,Afternoon
Client Call,meeting,medium,141,Saturday,Evening
Daily Standup,planning,low,103,Sunday,Afternoon
Product Demo,writing,medium,131,Tuesday,Morning
Database Backup,coding,high,85,Tuesday,Evening
Sprint Planning,coding,low,88,Thursday,Evening
Product Demo,review,high,122,Tuesday,Morning
Product Demo,writing,low,55,Saturday,Afternoon
Code Review,coding,high,127,Friday,Afternoon
Daily Standup,writing,medium,57,Wednesday,Morning
Design Mockup,coding,medium,119,Tuesday,Afternoon
Product Demo,writing,medium,147,Saturday,Afternoon
UI Testing,writing,high,140,Sunday,Morning
Sprint Planning,writing,medium,176,Monday,Morning
Sprint Planning,planning,low,88,Thursday,Evening
Client Call,meeting,high,160,Monday,Afternoon
Sprint Planning,review,low,33,Wednesday,Evening
UI Testing,meeting,high,107,Saturday,Evening
Documentation,writing,high,128,Saturday,Afternoon
Design Mockup,writing,high,88,Friday,Afternoon
Team Meeting,writing,low,106,Monday,Evening
UI Testing,meeting,medium,85,Friday,Morning
UI Testing,coding,medium,20,Friday,Morning
Team Meeting,review,high,164,Wednesday,Afternoon
Unit Testing,review,medium,118,Tuesday,Afternoon
Unit Testing,writing,high,53,Saturday,Evening
Code Review,planning,high,33,Sunday,Evening
Daily Standup,planning,high,148,Sunday,Morning
Team Meeting,testing,low,85,Thursday,Afternoon
Unit Testing,coding,high,96,Wednesday,Morning
Daily Standup,testing,low,163,Monday,Morning
Bug Fixing,meeting,low,93,Saturday,Evening
Bug Fixing,writing,high,42,Wednesday,Afternoon
Design Mockup,testing,medium,54,Sunday,Evening
Team Meeting,writing,low,165,Monday,Morning
Documentation,testing,low,46,Tuesday,Afternoon
Client Call,meeting,high,56,Sunday,Afternoon
Documentation,meeting,medium,125,Wednesday,Morning
Product Demo,coding,medium,143,Tuesday,Afternoon
Team Meeting,testing,medium,127,Thursday,Evening
Bug Fixing,review,low,51,Friday,Evening
Team Meeting,review,high,132,Tuesday,Afternoon
Bug Fixing,testing,medium,26,Monday,Evening
Database Backup,writing,low,40,Monday,Afternoon
UI Testing,review,low,68,Saturday,Morning
Team Meeting,review,high,149,Wednesday,Afternoon
Unit Testing,meeting,high,67,Monday,Morning
Daily Standup,review,medium,31,Friday,Afternoon
Sprint Planning,meeting,high,49,Monday,Morning
Unit Testing,testing,low,74,Tuesday,Evening
Unit Testing,coding,low,40,Tuesday,Morning
Bug Fixing,writing,high,105,Thursday,Morning
UI Testing,review,medium,84,Thursday,Afternoon
Bug Fixing,meeting,low,174,Saturday,Evening
Design Mockup,meeting,high,113,Friday,Afternoon
UI Testing,meeting,high,132,Friday,Morning
Database Backup,review,low,21,Friday,Afternoon
Database Backup,review,high,24,Monday,Morning
Product Demo,coding,medium,159,Thursday,Afternoon
Code Review,coding,low,107,Sunday,Evening
Bug Fixing,testing,low,150,Wednesday,Afternoon
Documentation,coding,high,25,Saturday,Afternoon
Sprint Planning,coding,medium,119,Thursday,Morning
Unit Testing,planning,high,102,Saturday,Morning
Documentation,coding,medium,113,Saturday,Evening
Daily Standup,writing,medium,50,Saturday,Afternoon
UI Testing,meeting,low,64,Saturday,Morning
Database Backup,planning,low,33,Monday,Afternoon
Product Demo,meeting,medium,50,Sunday,Evening
Code Review,writing,medium,154,Friday,Morning
UI Testing,coding,high,130,Sunday,Evening
Product Demo,coding,low,141,Friday,Evening
Client Call,review,medium,83,Thursday,Evening
Team Meeting,testing,low,169,Tuesday,Afternoon
Bug Fixing,writing,high,129,Thursday,Morning
Daily Standup,writing,medium,127,Thursday,Evening
Database Backup,coding,low,80,Tuesday,Evening
Team Meeting,testing,medium,41,Tuesday,Evening
Client Call,writing,low,63,Friday,Evening
Daily Standup,meeting,medium,90,Saturday,Evening
UI Testing,testing,low,91,Saturday,Morning
Unit Testing,testing,low,70,Sunday,Morning
Design Mockup,review,high,104,Monday,Evening
Sprint Planning,meeting,low,132,Wednesday,Afternoon
Code Review,review,low,55,Thursday,Afternoon
Design Mockup,meeting,medium,69,Thursday,Afternoon
Daily Standup,coding,low,89,Monday,Afternoon
Documentation,planning,low,142,Friday,Afternoon
Product Demo,planning,low,90,Tuesday,Morning
Code Review,writing,low,29,Saturday,Afternoon
Daily Standup,planning,medium,97,Sunday,Morning
Product Demo,review,low,21,Monday,Morning
Documentation,testing,low,164,Tuesday,Afternoon
Documentation,planning,low,24,Thursday,Morning
Client Call,meeting,medium,71,Thursday,Afternoon
Client Call,testing,low,125,Tuesday,Morning
Documentation,writing,medium,86,Friday,Afternoon
Bug Fixing,review,medium,81,Sunday,Evening
Product Demo,review,low,100,Friday,Evening
Bug Fixing,coding,high,103,Friday,Evening
Team Meeting,review,medium,146,Saturday,Morning
Documentation,meeting,medium,132,Thursday,Afternoon
Bug Fixing,meeting,high,26,Monday,Evening
UI Testing,writing,medium,66,Thursday,Afternoon
Code Review,review,low,157,Sunday,Morning
Design Mockup,testing,low,178,Friday,Evening
UI Testing,planning,high,73,Wednesday,Morning
Client Call,meeting,medium,143,Sunday,Morning
Product Demo,testing,medium,179,Tuesday,Morning
Product Demo,writing,medium,101,Tuesday,Evening
UI Testing,review,low,67,Friday,Evening
Bug Fixing,review,high,147,Saturday,Afternoon
Database Backup,planning,high,32,Saturday,Morning
Bug Fixing,meeting,high,134,Wednesday,Morning
Client Call,review,medium,139,Tuesday,Afternoon
Daily Standup,planning,low,95,Monday,Morning
Client Call,writing,medium,147,Friday,Evening
Database Backup,planning,high,161,Tuesday,Evening
Code Review,writing,medium,171,Thursday,Afternoon
Sprint Planning,meeting,medium,39,Friday,Morning
Code Review,meeting,medium,43,Thursday,Evening
Sprint Planning,meeting,low,135,Tuesday,Morning
Unit Testing,planning,high,72,Tuesday,Morning
Database Backup,planning,low,170,Saturday,Afternoon
Documentation,review,low,156,Tuesday,Afternoon
Design Mockup,coding,low,128,Wednesday,Afternoon
Sprint Planning,meeting,medium,158,Wednesday,Afternoon
Unit Testing,planning,high,95,Friday,Evening
Client Call,meeting,medium,123,Sunday,Morning
Bug Fixing,planning,low,44,Saturday,Morning
Client Call,testing,medium,101,Friday,Afternoon
Code Review,writing,medium,113,Sunday,Afternoon
Product Demo,writing,medium,161,Wednesday,Evening
Bug Fixing,review,low,68,Wednesday,Afternoon
Team Meeting,meeting,low,107,Thursday,Afternoon
Code Review,meeting,low,78,Friday,Evening
Unit Testing,review,low,79,Saturday,Afternoon
Code Review,testing,high,58,Sunday,Evening
Documentation,review,high,138,Thursday,Afternoon
Bug Fixing,meeting,medium,137,Sunday,Evening
Unit Testing,review,medium,128,Sunday,Evening
Documentation,coding,medium,123,Thursday,Evening
Database Backup,testing,low,20,Saturday,Afternoon
Client Call,planning,high,76,Wednesday,Morning
Sprint Planning,testing,high,160,Wednesday,Afternoon
Team Meeting,testing,low,99,Wednesday,Morning
Unit Testing,planning,high,40,Sunday,Morning
Design Mockup,coding,low,114,Thursday,Morning
Daily Standup,meeting,high,86,Sunday,Morning
Code Review,coding,high,59,Sunday,Morning
Code Review,meeting,low,171,Thursday,Morning
Documentation,testing,medium,65,Saturday,Evening
Bug Fixing,writing,medium,162,Wednesday,Evening
Design Mockup,coding,high,107,Friday,Evening
Code Review,review,low,37,Monday,Morning
UI Testing,writing,high,162,Tuesday,Evening
Design Mockup,coding,medium,164,Saturday,Afternoon
Unit Testing,review,medium,131,Friday,Morning
Bug Fixing,review,low,132,Thursday,Afternoon
Unit Testing,writing,high,104,Thursday,Evening
UI Testing,testing,high,87,Friday,Morning
Product Demo,coding,high,87,Wednesday,Morning
Documentation,writing,low,85,Tuesday,Morning
Database Backup,review,low,50,Wednesday,Morning
Documentation,writing,high,167,Tuesday,Morning
Client Call,coding,medium,116,Sunday,Morning
Database Backup,testing,low,173,Wednesday,Morning
Client Call,coding,medium,72,Sunday,Morning
Daily Standup,review,high,42,Tuesday,Evening
UI Testing,testing,low,31,Friday,Afternoon
Design Mockup,meeting,low,125,Friday,Afternoon
Daily Standup,coding,medium,158,Sunday,Morning
Database Backup,planning,high,142,Saturday,Afternoon
Sprint Planning,writing,medium,26,Thursday,Morning
Unit Testing,review,medium,48,Tuesday,Morning
Code Review,testing,high,28,Sunday,Morning
Product Demo,coding,high,78,Tuesday,Evening
Documentation,review,high,20,Thursday,Morning
Sprint Planning,planning,high,158,Sunday,Afternoon
Design Mockup,review,medium,28,Friday,Evening
Database Backup,writing,high,152,Tuesday,Afternoon
Daily Standup,coding,high,144,Friday,Morning
Product Demo,coding,medium,147,Wednesday,Evening
Product Demo,writing,low,179,Sunday,Afternoon
Daily Standup,coding,high,104,Saturday,Afternoon
Bug Fixing,review,high,48,Tuesday,Evening
Code Review,writing,high,25,Wednesday,Evening
Design Mockup,review,medium,108,Monday,Evening
Documentation,review,high,33,Saturday,Afternoon
Bug Fixing,coding,high,180,Friday,Morning
Client Call,meeting,high,126,Monday,Morning
UI Testing,planning,high,126,Tuesday,Evening
Team Meeting,testing,low,119,Monday,Afternoon
Product Demo,writing,medium,39,Monday,Morning
Sprint Planning,coding,high,128,Saturday,Morning
UI Testing,writing,high,176,Saturday,Evening
UI Testing,coding,high,172,Sunday,Afternoon
Client Call,testing,medium,32,Sunday,Evening
Sprint Planning,writing,low,66,Tuesday,Evening
Documentation,coding,medium,158,Monday,Morning
Team Meeting,planning,high,116,Wednesday,Evening
Documentation,review,medium,40,Tuesday,Morning
Code Review,testing,low,114,Thursday,Evening
Bug Fixing,review,low,72,Tuesday,Afternoon
Design Mockup,coding,medium,106,Friday,Morning
Unit Testing,review,low,99,Thursday,Morning
UI Testing,writing,low,85,Thursday,Evening
Database Backup,testing,low,78,Thursday,Afternoon
Daily Standup,writing,medium,148,Thursday,Afternoon
Daily Standup,meeting,low,98,Wednesday,Evening
Product Demo,coding,high,76,Monday,Evening
Unit Testing,planning,low,20,Friday,Afternoon
Client Call,testing,high,77,Tuesday,Afternoon
Bug Fixing,writing,low,26,Friday,Afternoon
Database Backup,planning,medium,80,Saturday,Evening
Sprint Planning,review,medium,76,Tuesday,Morning
UI Testing,writing,low,58,Monday,Evening
Product Demo,review,high,93,Tuesday,Afternoon
Product Demo,meeting,high,32,Tuesday,Morning
Team Meeting,coding,low,42,Saturday,Afternoon
Client Call,testing,low,64,Friday,Morning
Daily Standup,review,medium,62,Tuesday,Morning
Sprint Planning,writing,medium,124,Saturday,Morning
Bug Fixing,planning,medium,79,Saturday,Afternoon
Product Demo,meeting,medium,151,Friday,Morning
Daily Standup,coding,medium,114,Friday,Afternoon
Unit Testing,testing,high,76,Friday,Evening
Product Demo,planning,medium,22,Sunday,Afternoon
Product Demo,coding,low,36,Wednesday,Evening
Bug Fixing,coding,medium,168,Thursday,Morning
Bug Fixing,writing,medium,87,Tuesday,Evening
Documentation,review,low,64,Saturday,Evening
Design Mockup,review,medium,171,Saturday,Evening
Team Meeting,coding,high,112,Tuesday,Morning
Team Meeting,coding,high,156,Wednesday,Evening
Client Call,meeting,low,142,Monday,Evening
Design Mockup,meeting,medium,48,Wednesday,Morning
Documentation,meeting,high,89,Sunday,Afternoon
Design Mockup,testing,high,116,Thursday,Morning
Product Demo,testing,medium,174,Friday,Afternoon
Code Review,review,medium,61,Saturday,Afternoon
Database Backup,testing,low,42,Saturday,Morning
Unit Testing,coding,low,132,Saturday,Morning
Daily Standup,writing,high,118,Tuesday,Morning
Unit Testing,coding,low,156,Monday,Evening
Daily Standup,planning,high,140,Sunday,Afternoon
Design Mockup,review,medium,163,Thursday,Morning
Code Review,coding,high,55,Tuesday,Afternoon
Code Review,planning,medium,111,Tuesday,Evening
Code Review,coding,low,32,Sunday,Morning
UI Testing,coding,medium,22,Sunday,Morning
Documentation,meeting,high,72,Wednesday,Morning
Sprint Planning,writing,low,91,Thursday,Afternoon
UI Testing,testing,medium,79,Tuesday,Afternoon
Design Mockup,coding,medium,33,Tuesday,Evening
Daily Standup,testing,medium,147,Thursday,Afternoon
Team Meeting,writing,medium,45,Saturday,Evening
Team Meeting,writing,medium,126,Tuesday,Morning
Code Review,review,high,78,Monday,Morning
Team Meeting,testing,low,153,Monday,Morning
UI Testing,coding,low,30,Wednesday,Morning
Product Demo,planning,low,24,Wednesday,Morning
Database Backup,meeting,medium,49,Saturday,Morning
Product Demo,writing,high,86,Monday,Morning
Bug Fixing,coding,high,141,Monday,Morning
Team Meeting,review,medium,105,Wednesday,Afternoon
Daily Standup,testing,high,174,Monday,Afternoon
Code Review,planning,high,68,Tuesday,Morning
Team Meeting,coding,medium,90,Tuesday,Morning
Daily Standup,planning,high,175,Tuesday,Evening
Bug Fixing,planning,low,162,Wednesday,Afternoon
Daily Standup,writing,high,84,Friday,Morning
Code Review,meeting,low,47,Saturday,Afternoon
Client Call,meeting,low,168,Thursday,Afternoon
Code Review,meeting,medium,106,Tuesday,Afternoon
Design Mockup,coding,medium,169,Saturday,Morning
Unit Testing,testing,medium,66,Monday,Evening
Database Backup,coding,high,113,Sunday,Evening
Database Backup,testing,medium,134,Thursday,Evening
Product Demo,review,medium,153,Friday,Afternoon
Database Backup,review,high,158,Wednesday,Evening
Documentation,planning,high,77,Sunday,Morning
Bug Fixing,planning,low,136,Sunday,Evening
Code Review,meeting,low,30,Saturday,Morning
Design Mockup,review,low,43,Monday,Evening
Client Call,testing,medium,175,Monday,Morning
Bug Fixing,testing,medium,131,Wednesday,Evening
Sprint Planning,writing,medium,34,Sunday,Morning
Client Call,review,low,159,Sunday,Afternoon
Product Demo,planning,low,106,Wednesday,Afternoon
Documentation,planning,medium,42,Friday,Morning
Unit Testing,meeting,high,131,Monday,Evening
Unit Testing,writing,medium,91,Monday,Afternoon
Documentation,review,high,95,Sunday,Evening
Unit Testing,planning,medium,30,Friday,Afternoon
Bug Fixing,meeting,low,57,Monday,Evening
Daily Standup,writing,low,33,Thursday,Morning
Unit Testing,testing,medium,170,Wednesday,Evening
Sprint Planning,review,high,140,Sunday,Afternoon
Unit Testing,testing,medium,33,Friday,Afternoon
Sprint Planning,meeting,medium,158,Wednesday,Morning
Code Review,meeting,low,159,Saturday,Morning
Daily Standup,testing,low,59,Friday,Afternoon
Code Review,review,low,27,Wednesday,Afternoon
Design Mockup,review,low,168,Monday,Evening
Design Mockup,review,medium,105,Tuesday,Morning
Code Review,meeting,high,129,Friday,Evening
Unit Testing,meeting,medium,109,Sunday,Afternoon
Bug Fixing,testing,high,159,Thursday,Afternoon
Code Review,meeting,high,131,Monday,Afternoon
Database Backup,writing,high,168,Tuesday,Morning
Bug Fixing,meeting,low,55,Thursday,Afternoon
Sprint Planning,review,high,100,Friday,Evening
Daily Standup,testing,high,162,Sunday,Afternoon
Documentation,testing,medium,91,Sunday,Morning
Database Backup,testing,high,156,Tuesday,Afternoon
Team Meeting,review,high,146,Thursday,Afternoon
Design Mockup,planning,high,36,Tuesday,Morning
Unit Testing,review,medium,109,Monday,Afternoon
UI Testing,planning,medium,41,Friday,Evening
Daily Standup,review,low,151,Monday,Morning
Product Demo,testing,medium,28,Sunday,Morning
Design Mockup,coding,low,107,Sunday,Afternoon
Bug Fixing,planning,high,82,Saturday,Evening
Design Mockup,planning,high,179,Friday,Afternoon
Design Mockup,planning,medium,140,Monday,Afternoon
Database Backup,writing,low,35,Saturday,Evening
Team Meeting,testing,medium,93,Wednesday,Evening
UI Testing,writing,low,24,Saturday,Evening
Design Mockup,meeting,medium,39,Sunday,Afternoon
Documentation,review,medium,45,Friday,Afternoon
Client Call,testing,medium,63,Tuesday,Evening
Sprint Planning,writing,medium,24,Sunday,Evening
Database Backup,coding,medium,110,Thursday,Evening
UI Testing,testing,medium,151,Monday,Morning
Documentation,review,low,142,Thursday,Afternoon
UI Testing,coding,high,88,Wednesday,Morning
Database Backup,testing,low,72,Saturday,Afternoon
Unit Testing,coding,high,168,Monday,Evening
Design Mockup,testing,medium,65,Sunday,Afternoon
UI Testing,writing,high,64,Sunday,Morning
Documentation,meeting,low,121,Monday,Morning
Client Call,writing,low,73,Wednesday,Afternoon
Bug Fixing,testing,low,92,Thursday,Afternoon
Code Review,coding,low,74,Monday,Afternoon
Documentation,coding,high,82,Wednesday,Morning
Client Call,review,low,152,Monday,Evening
Bug Fixing,planning,high,150,Sunday,Evening
Team Meeting,writing,low,139,Tuesday,Evening
Daily Standup,review,low,53,Wednesday,Morning
Code Review,review,high,92,Saturday,Morning
Bug Fixing,meeting,high,159,Tuesday,Morning
Sprint Planning,testing,high,55,Saturday,Morning
Design Mockup,coding,high,23,Thursday,Afternoon
Client Call,planning,medium,20,Thursday,Morning
Client Call,review,low,141,Monday,Afternoon
Database Backup,coding,low,115,Saturday,Evening
Sprint Planning,planning,low,147,Friday,Afternoon
Client Call,meeting,medium,112,Tuesday,Afternoon
Design Mockup,testing,high,172,Thursday,Afternoon
Daily Standup,writing,medium,83,Saturday,Morning
Daily Standup,coding,medium,76,Saturday,Afternoon
Daily Standup,testing,low,90,Saturday,Evening
Team Meeting,writing,low,159,Sunday,Afternoon
Product Demo,testing,medium,49,Wednesday,Morning
Product Demo,planning,low,171,Thursday,Evening
Code Review,testing,high,96,Wednesday,Evening
Design Mockup,review,high,93,Monday,Evening
Bug Fixing,writing,medium,180,Monday,Evening
UI Testing,writing,high,99,Wednesday,Afternoon
Documentation,planning,medium,66,Wednesday,Evening
Database Backup,testing,low,166,Monday,Evening
Sprint Planning,testing,high,67,Saturday,Afternoon
Product Demo,planning,high,26,Saturday,Evening
UI Testing,meeting,medium,96,Thursday,Morning
Code Review,writing,low,88,Friday,Morning
Daily Standup,planning,medium,90,Tuesday,Evening
Product Demo,testing,high,140,Wednesday,Afternoon
Product Demo,meeting,high,166,Sunday,Morning
Sprint Planning,coding,low,42,Wednesday,Evening
Team Meeting,review,medium,52,Sunday,Evening
Product Demo,meeting,low,42,Thursday,Evening
Product Demo,writing,high,146,Wednesday,Afternoon
Design Mockup,testing,high,100,Monday,Evening
Code Review,testing,low,109,Saturday,Evening
UI Testing,meeting,low,99,Thursday,Morning
Daily Standup,testing,low,132,Monday,Morning
Design Mockup,testing,low,95,Saturday,Evening
Team Meeting,coding,low,124,Sunday,Evening
Documentation,writing,high,120,Monday,Evening
Team Meeting,writing,medium,123,Wednesday,Morning
Team Meeting,meeting,low,118,Wednesday,Afternoon
Daily Standup,meeting,low,83,Sunday,Evening
UI Testing,testing,medium,59,Monday,Evening
Daily Standup,meeting,low,79,Saturday,Morning
Sprint Planning,writing,medium,115,Saturday,Afternoon
UI Testing,meeting,high,33,Wednesday,Evening
UI Testing,meeting,high,108,Saturday,Afternoon
Daily Standup,testing,low,76,Monday,Afternoon
Product Demo,testing,medium,97,Sunday,Afternoon
Product Demo,meeting,medium,145,Thursday,Afternoon
Product Demo,meeting,low,153,Friday,Evening
Unit Testing,planning,low,33,Sunday,Afternoon
Documentation,coding,low,163,Thursday,Evening
Product Demo,coding,medium,163,Friday,Morning
Daily Standup,coding,medium,79,Thursday,Evening
Unit Testing,writing,high,170,Monday,Evening
UI Testing,planning,low,98,Thursday,Evening
Bug Fixing,testing,medium,156,Thursday,Evening
Client Call,coding,high,71,Friday,Evening
Code Review,coding,medium,52,Sunday,Afternoon
Database Backup,coding,low,78,Wednesday,Morning
Team Meeting,testing,low,25,Wednesday,Evening
Database Backup,testing,low,98,Wednesday,Evening
Client Call,writing,high,169,Thursday,Morning
Design Mockup,writing,low,99,Thursday,Evening
Database Backup,review,high,171,Saturday,Morning
Client Call,meeting,medium,51,Sunday,Evening
Sprint Planning,testing,low,177,Friday,Morning
Daily Standup,review,low,43,Saturday,Morning
Bug Fixing,coding,low,75,Monday,Morning
Code Review,review,medium,129,Friday,Evening
Unit Testing,planning,high,84,Wednesday,Evening
Design Mockup,meeting,medium,68,Saturday,Morning
Client Call,meeting,medium,81,Monday,Evening
Bug Fixing,review,medium,51,Saturday,Evening
Product Demo,planning,high,33,Tuesday,Morning
Documentation,coding,medium,69,Monday,Afternoon
Code Review,meeting,low,45,Friday,Morning
Unit Testing,planning,high,176,Friday,Morning
Unit Testing,coding,high,80,Saturday,Morning
Daily Standup,writing,low,80,Thursday,Morning
Sprint Planning,review,low,86,Tuesday,Evening
Product Demo,planning,high,147,Thursday,Afternoon
Team Meeting,planning,high,87,Sunday,Afternoon
Bug Fixing,testing,low,178,Friday,Afternoon
Client Call,testing,low,140,Saturday,Morning
Documentation,testing,low,63,Friday,Evening
Bug Fixing,review,medium,100,Saturday,Evening
Daily Standup,testing,medium,94,Thursday,Afternoon
Team Meeting,planning,high,52,Friday,Morning
Client Call,coding,medium,120,Monday,Afternoon
Client Call,testing,medium,57,Thursday,Morning
Product Demo,review,low,117,Friday,Afternoon
Client Call,writing,low,79,Monday,Afternoon
Product Demo,meeting,high,147,Sunday,Afternoon
Bug Fixing,review,high,45,Monday,Evening
Sprint Planning,writing,high,46,Monday,Evening
Bug Fixing,meeting,medium,127,Sunday,Afternoon
Bug Fixing,planning,low,37,Wednesday,Morning
Product Demo,meeting,high,124,Sunday,Morning
Product Demo,review,high,166,Sunday,Morning
UI Testing,review,low,106,Tuesday,Evening
Sprint Planning,coding,low,159,Saturday,Evening
Unit Testing,planning,medium,173,Thursday,Evening
Documentation,writing,high,30,Sunday,Morning
Bug Fixing,review,high,30,Wednesday,Evening
Client Call,coding,medium,117,Thursday,Evening
Daily Standup,writing,low,138,Tuesday,Afternoon
Documentation,testing,medium,43,Thursday,Evening
UI Testing,writing,low,133,Monday,Morning
Bug Fixing,testing,low,109,Thursday,Afternoon
Design Mockup,planning,medium,88,Sunday,Morning
Product Demo,writing,low,157,Saturday,Morning
Unit Testing,writing,high,155,Thursday,Morning
Unit Testing,coding,medium,64,Tuesday,Afternoon
Database Backup,testing,medium,35,Tuesday,Morning
UI Testing,meeting,high,97,Sunday,Morning
Documentation,coding,low,156,Wednesday,Morning
Client Call,planning,low,77,Saturday,Afternoon
Team Meeting,coding,medium,24,Friday,Morning
Bug Fixing,writing,high,21,Wednesday,Evening
Daily Standup,review,low,81,Sunday,Morning
Design Mockup,writing,medium,67,Tuesday,Evening
UI Testing,meeting,high,40,Tuesday,Afternoon
Bug Fixing,writing,high,131,Friday,Evening
Code Review,review,high,75,Saturday,Evening
UI Testing,coding,low,140,Tuesday,Afternoon
Code Review,meeting,low,151,Saturday,Morning
Product Demo,writing,low,152,Monday,Evening
Code Review,testing,high,49,Saturday,Afternoon
Documentation,review,high,85,Tuesday,Morning
Design Mockup,testing,high,161,Sunday,Morning
Unit Testing,coding,low,165,Wednesday,Afternoon
Unit Testing,coding,medium,97,Sunday,Evening
Bug Fixing,coding,medium,36,Monday,Morning
Team Meeting,planning,low,74,Thursday,Morning
Documentation,planning,high,41,Saturday,Afternoon
Database Backup,planning,medium,125,Friday,Evening
Database Backup,planning,low,43,Monday,Afternoon
Code Review,coding,low,31,Friday,Afternoon
